team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Spurs,129,0.6494,0.6316,0.8947,4,41,29,5,4,11,2018-12-19
Magic,90,0.382,0.3871,0.3226,11,22,19,5,3,11,2018-12-19
Suns,122,0.5053,0.5417,0.5417,11,34,22,9,9,18,2018-12-26
Magic,120,0.4583,0.3889,0.5,11,31,20,11,2,15,2018-12-26
Raptors,87,0.2947,0.3529,0.5588,14,27,18,4,10,11,2018-12-28
Magic,116,0.4731,0.3462,0.7308,11,49,29,3,8,15,2018-12-28
Magic,95,0.3678,0.3514,0.4865,5,41,15,8,1,16,2019-01-07
Kings,111,0.4592,0.2941,0.3235,9,48,24,11,4,9,2019-01-07
Magic,93,0.3976,0.3939,0.4242,7,34,17,6,4,11,2019-01-09
Jazz,106,0.4881,0.3636,0.3636,4,40,24,5,3,13,2019-01-09
Wizards,95,0.443,0.5556,0.3704,5,33,26,9,1,12,2019-01-25
Magic,91,0.4524,0.2121,0.2424,13,39,24,3,4,16,2019-01-25
Magic,113,0.4615,0.3889,0.4167,12,40,29,6,8,12,2019-02-24
Raptors,98,0.4176,0.3929,0.3929,6,36,30,6,2,13,2019-02-24
Magic,106,0.4516,0.4062,0.2812,10,34,21,4,2,12,2019-03-05
76ers,114,0.4719,0.3929,0.6786,10,40,28,10,4,11,2019-03-05
Magic,90,0.3889,0.3636,0.2424,12,36,26,3,3,10,2019-03-13
Wizards,100,0.4667,0.2963,0.2963,10,36,20,5,2,8,2019-03-13
76ers,98,0.4932,0.2609,0.8696,6,33,20,4,2,15,2019-03-25
Magic,119,0.5172,0.3793,0.6207,13,31,28,9,2,7,2019-03-25
76ers,112,0.4176,0.35,0.55,17,30,25,7,5,23,2018-10-30
Raptors,129,0.5109,0.4074,0.8889,9,34,29,13,6,15,2018-10-30
Jazz,107,0.4659,0.1818,0.9545,10,29,15,10,4,13,2018-11-16
76ers,113,0.5062,0.4783,0.8696,10,31,25,7,5,17,2018-11-16
Suns,114,0.5057,0.3939,0.3939,5,26,25,9,4,13,2018-11-19
76ers,119,0.4881,0.2727,1.4091,13,40,24,8,1,19,2018-11-19
Wizards,98,0.4022,0.2857,0.5714,8,34,22,10,4,15,2018-11-30
76ers,123,0.4388,0.3158,0.6579,17,41,28,11,7,12,2018-11-30
76ers,102,0.4545,0.3143,0.3143,11,38,26,7,5,21,2018-12-05
Raptors,113,0.43,0.2759,0.6552,17,36,25,12,3,11,2018-12-05
76ers,96,0.4082,0.2973,0.1351,12,29,29,3,5,10,2018-12-17
Spurs,123,0.5632,0.3913,0.6957,4,41,28,5,9,6,2018-12-17
Raptors,101,0.3895,0.25,0.425,8,33,17,5,2,15,2018-12-22
76ers,126,0.5412,0.3333,1.0833,4,49,33,10,7,11,2018-12-22
76ers,114,0.5,0.3714,0.4286,9,38,31,7,7,13,2018-12-27
Jazz,97,0.3837,0.3143,0.5714,12,32,19,11,1,16,2018-12-27
76ers,95,0.3542,0.186,0.4419,9,27,18,15,2,11,2018-12-30
Trail Blazers,129,0.5904,0.5455,0.8636,7,52,28,2,2,21,2018-12-30
76ers,132,0.5405,0.4583,1.7083,8,36,27,9,3,17,2019-01-02
Suns,127,0.4526,0.3235,0.8824,13,24,22,10,3,15,2019-01-02
Wizards,115,0.5,0.4375,0.5312,6,28,26,14,3,16,2019-01-08
76ers,132,0.5568,0.5152,0.5152,13,36,39,10,2,19,2019-01-08
76ers,106,0.4302,0.2963,0.8889,17,29,23,12,3,24,2019-01-09
Wizards,123,0.5402,0.4815,0.5926,11,28,26,16,2,18,2019-01-09
Spurs,120,0.5732,0.4815,0.4815,5,31,24,8,6,15,2019-01-23
76ers,122,0.5054,0.4722,0.3056,13,29,35,9,5,11,2019-01-23
76ers,108,0.4409,0.2121,0.5758,14,32,19,9,5,13,2019-02-02
Kings,115,0.4565,0.3667,0.6667,12,38,22,9,2,16,2019-02-02
Raptors,119,0.4607,0.3548,0.8387,15,27,27,12,0,10,2019-02-05
76ers,107,0.4429,0.2917,1.5833,5,29,20,8,3,18,2019-02-05
Trail Blazers,130,0.4949,0.2174,1.1739,19,34,29,8,6,11,2019-02-23
76ers,115,0.4828,0.375,0.9167,7,26,28,5,5,11,2019-02-23
Kings,114,0.4574,0.3333,0.7037,10,30,23,4,2,8,2019-03-15
76ers,123,0.5055,0.2917,1.0,10,39,28,7,6,10,2019-03-15
Spurs,120,0.5542,0.2222,1.3333,6,41,24,7,6,14,2018-10-31
Suns,90,0.3889,0.25,0.5833,7,28,21,10,3,15,2018-10-31
Raptors,107,0.5062,0.3636,0.3939,6,33,29,11,10,13,2018-11-02
Suns,98,0.4396,0.3077,0.3846,12,37,20,3,4,15,2018-11-02
Spurs,96,0.4217,0.3043,0.8261,13,30,16,7,4,18,2018-11-14
Suns,116,0.5595,0.4839,0.2258,5,33,27,9,4,16,2018-11-14
Kings,122,0.5357,0.4583,0.875,9,33,27,13,3,13,2018-12-04
Suns,105,0.4368,0.2791,0.3953,13,30,27,9,4,21,2018-12-04
Suns,86,0.3846,0.1852,0.4074,11,30,20,11,2,16,2018-12-06
Trail Blazers,108,0.4824,0.3333,0.6296,13,43,24,10,6,17,2018-12-06
Suns,86,0.4024,0.2857,0.4286,8,32,19,7,5,17,2018-12-11
Spurs,111,0.494,0.619,0.7619,8,38,28,7,2,15,2018-12-11
Suns,146,0.4783,0.3143,0.7143,19,31,30,14,7,14,2018-12-22
Wizards,149,0.5045,0.3611,0.6667,17,36,40,6,5,22,2018-12-22
Kings,111,0.475,0.5172,0.6897,12,31,26,11,5,25,2019-01-08
Suns,115,0.5114,0.4,0.6,9,28,31,18,7,19,2019-01-08
Suns,109,0.4286,0.3,0.9333,15,31,18,9,8,16,2019-01-17
Raptors,111,0.5,0.25,0.6429,9,30,27,8,8,14,2019-01-17
Trail Blazers,120,0.4681,0.4615,0.7692,14,39,25,8,8,16,2019-01-24
Suns,106,0.4091,0.3421,0.5526,9,30,19,9,4,16,2019-01-24
Suns,124,0.6,0.4483,0.5172,3,35,26,8,5,18,2019-01-29
Spurs,126,0.47,0.4412,0.5,14,22,29,9,4,11,2019-01-29
Suns,88,0.4667,0.1765,0.8824,7,29,23,8,2,22,2019-02-06
Jazz,116,0.5,0.3929,0.75,12,31,29,13,5,13,2019-02-06
Suns,104,0.4176,0.2222,0.8148,15,39,22,5,4,17,2019-02-10
Kings,117,0.4524,0.2903,1.0323,11,38,26,12,11,12,2019-02-10
Suns,120,0.4175,0.3333,0.9259,13,30,27,7,5,8,2019-03-09
Trail Blazers,127,0.5,0.4483,0.9655,12,40,19,5,7,16,2019-03-09
Jazz,114,0.4667,0.3636,0.5455,12,40,30,8,4,12,2019-03-13
Suns,97,0.439,0.3684,0.9474,5,30,21,8,3,12,2019-03-13
Suns,103,0.4091,0.2647,0.6471,10,33,25,10,4,14,2019-03-23
Kings,112,0.4239,0.4474,0.4474,13,38,25,7,3,14,2019-03-23
Suns,92,0.4079,0.3043,1.0,9,27,12,8,3,21,2019-03-25
Jazz,125,0.5581,0.4762,0.9048,10,33,31,11,4,14,2019-03-25
Spurs,108,0.42,0.4333,0.3667,15,25,29,5,4,6,2018-10-20
Trail Blazers,121,0.5357,0.4688,0.5,8,38,24,5,3,12,2018-10-20
Wizards,125,0.4182,0.4054,0.4865,12,42,23,6,7,10,2018-10-22
Trail Blazers,124,0.3981,0.2821,0.6923,17,53,22,6,4,19,2018-10-22
Trail Blazers,119,0.4535,0.3667,1.0,9,43,26,4,3,15,2018-11-18
Wizards,109,0.4479,0.4062,0.3125,9,34,28,4,9,11,2018-11-18
Trail Blazers,118,0.5233,0.4138,0.5517,9,26,25,6,5,17,2018-12-02
Spurs,131,0.6024,0.7333,1.3333,5,29,29,5,4,12,2018-12-02
Raptors,122,0.5513,0.5806,0.5806,6,31,20,4,4,16,2018-12-14
Trail Blazers,128,0.5106,0.4815,0.7037,12,26,29,10,4,8,2018-12-14
Jazz,120,0.5529,0.5161,0.3226,6,36,35,7,6,15,2018-12-21
Trail Blazers,90,0.4023,0.3125,0.3125,13,29,17,8,6,14,2018-12-21
Trail Blazers,96,0.3933,0.3913,0.7391,11,31,20,7,3,12,2018-12-25
Jazz,117,0.5542,0.4483,0.4138,9,40,20,7,10,17,2018-12-25
Trail Blazers,113,0.4333,0.2812,0.8125,10,46,22,11,10,18,2019-01-01
Kings,108,0.3826,0.3333,0.2727,14,39,24,13,4,13,2019-01-01
Trail Blazers,107,0.4022,0.3226,0.7419,17,32,22,6,3,14,2019-01-14
Kings,115,0.4943,0.3846,0.7308,11,37,24,6,6,13,2019-01-14
Trail Blazers,109,0.5,0.4444,0.6111,7,37,30,6,9,8,2019-01-21
Jazz,104,0.3956,0.2121,0.7576,13,35,21,5,8,15,2019-01-21
Jazz,105,0.4471,0.3235,0.5294,8,28,24,9,4,16,2019-01-30
Trail Blazers,132,0.5333,0.5,0.625,11,35,28,7,5,13,2019-01-30
Spurs,118,0.5275,0.5714,0.4762,10,33,19,3,3,18,2019-02-07
Trail Blazers,127,0.5385,0.3548,0.5806,4,29,26,11,4,8,2019-02-07
Trail Blazers,117,0.4941,0.4242,0.5758,9,33,24,9,4,16,2019-03-01
Raptors,119,0.5556,0.3571,0.6786,2,30,29,9,6,14,2019-03-01
Trail Blazers,103,0.4158,0.25,0.4286,14,37,23,4,2,8,2019-03-16
Spurs,108,0.4684,0.4706,1.5294,4,40,17,4,10,10,2019-03-16
Jazz,123,0.519,0.4815,1.037,5,39,21,8,4,17,2018-10-17
Kings,117,0.5158,0.3684,0.6316,5,32,17,8,3,9,2018-10-17
Wizards,112,0.4651,0.3333,0.4286,5,37,22,8,7,21,2018-10-26
Kings,116,0.4632,0.3784,0.3784,14,39,25,8,4,18,2018-10-26
Raptors,114,0.4607,0.3056,0.5833,13,40,17,10,4,20,2018-11-07
Kings,105,0.4773,0.3478,0.5652,6,25,27,10,5,15,2018-11-07
Spurs,99,0.4368,0.3226,0.4194,9,34,25,5,4,15,2018-11-12
Kings,104,0.5,0.4583,0.2917,7,38,27,12,3,12,2018-11-12
Kings,119,0.5281,0.44,0.56,8,40,27,5,4,11,2018-11-21
Jazz,110,0.4318,0.3077,0.5641,12,34,21,7,7,10,2018-11-21
Jazz,133,0.5326,0.3333,0.8333,13,36,30,11,5,18,2018-11-25
Kings,112,0.4706,0.3913,1.0,7,29,20,10,7,17,2018-11-25
Kings,105,0.4505,0.3333,0.7619,10,33,29,8,7,14,2019-01-22
Raptors,120,0.4396,0.4,0.6,12,34,25,7,5,16,2019-01-22
Spurs,112,0.4286,0.2812,0.5938,15,31,18,6,3,8,2019-02-04
Kings,127,0.5556,0.4062,0.4375,8,40,26,5,5,8,2019-02-04
Kings,115,0.4505,0.3333,0.8889,9,38,28,8,3,16,2019-03-11
Wizards,121,0.4651,0.3784,0.7297,7,40,29,12,1,17,2019-03-11
Spurs,105,0.4889,0.3182,0.4545,7,25,25,7,5,16,2018-12-04
Jazz,139,0.6071,0.6061,0.5152,5,37,38,12,5,17,2018-12-04
Jazz,97,0.4353,0.3103,0.4828,9,29,23,8,4,14,2018-12-09
Spurs,110,0.5281,0.3571,0.7857,10,36,26,7,7,11,2018-12-09
Raptors,107,0.4483,0.2,0.7667,9,30,21,9,6,10,2019-01-03
Spurs,125,0.5529,0.4815,0.6667,8,36,32,7,0,12,2019-01-03
Wizards,119,0.4494,0.3913,0.4565,8,24,32,11,0,9,2019-01-27
Spurs,132,0.5698,0.4706,0.5294,7,42,31,6,4,15,2019-01-27
Spurs,105,0.4494,0.3182,0.8182,5,31,24,7,3,9,2019-02-09
Jazz,125,0.5222,0.3902,0.3659,9,43,29,7,3,11,2019-02-09
Spurs,117,0.4831,0.3243,0.5135,9,39,27,7,6,14,2019-02-22
Raptors,120,0.4255,0.4667,0.8667,14,33,24,8,3,9,2019-02-22
Raptors,117,0.4432,0.3448,1.0,14,38,21,5,5,17,2018-10-20
Wizards,113,0.4157,0.3333,0.6667,9,28,20,11,9,11,2018-10-20
Raptors,124,0.5698,0.3939,0.3939,7,36,21,9,3,14,2018-11-05
Jazz,111,0.4419,0.2581,0.871,12,28,29,10,4,12,2018-11-05
Wizards,107,0.4,0.1957,0.3913,14,30,28,8,7,12,2018-11-23
Raptors,125,0.4946,0.4359,0.4103,13,37,32,5,6,15,2018-11-23
Jazz,116,0.433,0.2812,0.7188,12,31,23,6,4,4,2019-01-01
Raptors,122,0.5488,0.35,1.25,5,40,18,4,6,9,2019-01-01
Raptors,140,0.4712,0.3611,0.8056,17,42,24,16,8,21,2019-01-13
Wizards,138,0.4576,0.4318,0.25,17,34,36,11,7,20,2019-01-13
Wizards,120,0.4405,0.35,0.8,4,39,27,6,3,18,2019-02-13
Raptors,129,0.4783,0.4211,0.6579,9,43,32,8,8,14,2019-02-13
Jazz,116,0.5385,0.3784,0.1081,7,34,35,10,8,17,2019-03-18
Wizards,95,0.4198,0.2963,0.7037,5,29,20,9,2,16,2019-03-18
